"GEO_ID","NAME","B03002_001E","B03002_001M","B03002_002E","B03002_002M","B03002_003E","B03002_003M","B03002_004E","B03002_004M","B03002_005E","B03002_005M","B03002_006E","B03002_006M","B03002_007E","B03002_007M","B03002_008E","B03002_008M","B03002_009E","B03002_009M","B03002_010E","B03002_010M","B03002_011E","B03002_011M","B03002_012E","B03002_012M","B03002_013E","B03002_013M","B03002_014E","B03002_014M","B03002_015E","B03002_015M","B03002_016E","B03002_016M","B03002_017E","B03002_017M","B03002_018E","B03002_018M","B03002_019E","B03002_019M","B03002_020E","B03002_020M","B03002_021E","B03002_021M"
"id","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Estimate!!Total:!!Not Hispanic or Latino:","Margin of Error!!Total:!!Not Hispanic or Latino:","Estimate!!Total:!!Not Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!White alone","Estimate!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Not Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Not Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Not Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Not Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Estimate!!Total:!!Hispanic or Latino:","Margin of Error!!Total:!!Hispanic or Latino:","Estimate!!Total:!!Hispanic or Latino:!!White alone","Margin of Error!!Total:!!Hispanic or Latino:!!White alone","Estimate!!Total:!!Hispanic or Latino:!!Black or African American alone","Margin of Error!!Total:!!Hispanic or Latino:!!Black or African American alone","Estimate!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Margin of Error!!Total:!!Hispanic or Latino:!!American Indian and Alaska Native alone","Estimate!!Total:!!Hispanic or Latino:!!Asian alone","Margin of Error!!Total:!!Hispanic or Latino:!!Asian alone","Estimate!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total:!!Hispanic or Latino:!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total:!!Hispanic or Latino:!!Some other race alone","Margin of Error!!Total:!!Hispanic or Latino:!!Some other race alone","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races including Some other race","Estimate!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races","Margin of Error!!Total:!!Hispanic or Latino:!!Two or more races:!!Two races excluding Some other race, and three or more races"
"1400000US06013316000","Census Tract 3160, Contra Costa County, California","1055","144","799","144","545","128","182","82","0","12","9","13","0","12","0","12","63","65","0","12","63","65","256","108","50","38","16","25","0","12","0","12","0","12","190","92","0","12","0","12","0","12"
"1400000US06013317000","Census Tract 3170, Contra Costa County, California","2040","228","1897","231","1625","243","50","52","6","10","73","62","0","12","0","12","143","101","0","12","143","101","143","74","111","75","0","12","9","16","0","12","0","12","23","22","0","12","0","12","0","12"
"1400000US06013318000","Census Tract 3180, Contra Costa County, California","3734","251","2969","209","2294","229","109","86","0","12","402","164","0","12","0","12","164","83","0","12","164","83","765","222","370","183","12","20","0","12","68","46","0","12","168","177","147","130","48","47","99","95"
"1400000US06013319000","Census Tract 3190, Contra Costa County, California","8558","511","6601","470","5919","534","184","129","0","17","203","176","0","17","0","17","295","157","10","16","285","157","1957","522","973","393","0","17","0","17","9","17","0","17","595","242","380","269","76","90","304","252"
"1400000US06013320001","Census Tract 3200.01, Contra Costa County, California","3671","346","2250","243","1677","233","9","20","0","12","305","154","101","142","10","16","148","92","0","12","148","92","1421","255","610","327","0","12","0","12","10","14","0","12","694","264","107","65","58","55","49","44"
"1400000US06013320003","Census Tract 3200.03, Contra Costa County, California","2721","239","2645","248","2150","261","65","75","0","12","383","84","0","12","0","12","47","45","0","12","47","45","76","85","26","46","0","12","0","12","0","12","0","12","10","16","40","62","11","17","29","45"
"1400000US06013320004","Census Tract 3200.04, Contra Costa County, California","6587","395","5383","476","3824","468","296","206","0","17","829","266","0","17","0","17","434","178","0","17","434","178","1204","520","352","181","0","17","0","17","42","48","0","17","495","434","315","198","257","176","58","92"
"1400000US06013321101","Census Tract 3211.01, Contra Costa County, California","6654","461","5310","511","4004","596","163","67","29","40","644","193","0","17","41","57","429","244","82","137","347","199","1344","369","1047","311","0","17","0","17","11","29","0","17","213","146","73","77","0","17","73","77"
"1400000US06013321102","Census Tract 3211.02, Contra Costa County, California","6913","371","6159","371","4758","349","244","161","12","19","821","170","0","17","0","17","324","157","0","17","324","157","754","210","560","229","0","17","19","30","0","17","0","17","152","141","23","37","0","17","23","37"
"1400000US06013321103","Census Tract 3211.03, Contra Costa County, California","4739","283","4390","293","3547","287","107","90","19","20","460","197","0","12","67","80","190","106","0","12","190","106","349","121","233","105","0","12","10","16","5","9","0","12","23","33","78","53","11","15","67","51"
"1400000US06013321200","Census Tract 3212, Contra Costa County, California","5634","440","4746","467","2672","393","150","140","0","17","1644","462","24","39","23","39","233","129","0","17","233","129","888","208","514","184","67","73","30","48","0","17","0","17","165","108","112","75","80","71","32","47"
"1400000US06013322000","Census Tract 3220, Contra Costa County, California","6250","410","5038","380","3749","318","55","48","23","27","550","221","113","156","32","36","516","301","76","119","440","284","1212","334","1066","342","0","17","9","17","20","22","0","17","70","63","47","55","15","22","32","51"
"1400000US06013323000","Census Tract 3230, Contra Costa County, California","4476","244","3878","251","3111","220","57","45","0","12","438","141","84","120","43","41","145","82","0","12","145","82","598","150","301","159","12","19","0","12","11","16","0","12","181","114","93","70","40","46","53","51"
"1400000US06013324001","Census Tract 3240.01, Contra Costa County, California","5480","360","4798","369","3454","416","184","153","0","17","825","269","0","17","0","17","335","201","0","17","335","201","682","188","464","202","51","81","0","17","0","17","0","17","109","85","58","51","32","31","26","42"
"1400000US06013324002","Census Tract 3240.02, Contra Costa County, California","5247","381","4347","385","2905","401","149","131","0","17","894","272","24","40","57","81","318","172","0","17","318","172","900","232","521","239","0","17","0","17","0","17","0","17","317","152","62","96","62","96","0","17"
"1400000US06013325000","Census Tract 3250, Contra Costa County, California","6300","436","5223","515","4256","447","334","246","0","17","275","137","0","17","61","99","297","151","0","17","297","151","1077","404","651","300","30","46","0","17","38","61","0","17","310","238","48","58","0","17","48","58"
"1400000US06013326000","Census Tract 3260, Contra Costa County, California","3810","231","3600","236","3056","235","72","104","0","12","306","95","20","28","27","40","119","77","0","12","119","77","210","111","95","67","0","12","0","12","14","24","0","12","32","37","69","68","54","64","15","24"
"1400000US06013327000","Census Tract 3270, Contra Costa County, California","7430","611","4574","515","3148","498","61","66","44","49","801","277","31","45","0","17","489","310","17","29","472","313","2856","696","1247","563","38","45","35","55","0","17","0","17","1313","414","223","187","44","52","179","171"
"1400000US06013328000","Census Tract 3280, Contra Costa County, California","2340","230","1867","219","1177","186","97","78","0","12","485","194","0","12","0","12","108","70","0","12","108","70","473","182","177","126","0","12","12","19","11","17","0","12","197","126","76","61","42","53","34","32"
"1400000US06013329000","Census Tract 3290, Contra Costa County, California","6115","486","3969","616","2854","566","281","172","0","17","532","273","0","17","0","17","302","121","0","17","302","121","2146","434","1270","480","0","17","0","17","17","31","0","17","836","359","23","39","0","17","23","39"
"1400000US06013330000","Census Tract 3300, Contra Costa County, California","5592","359","4075","332","2826","248","36","29","0","17","826","253","10","25","67","71","310","158","0","17","310","158","1517","311","654","385","0","17","0","17","53","48","0","17","620","279","190","213","148","200","42","49"
"1400000US06013331000","Census Tract 3310, Contra Costa County, California","7360","474","5195","478","3503","391","370","204","46","68","939","355","123","117","26","42","188","127","0","17","188","127","2165","426","822","404","0","17","27","62","0","17","0","17","855","675","461","288","388","250","73","93"
"1400000US06013332000","Census Tract 3320, Contra Costa County, California","8763","426","6527","465","4716","426","106","82","0","17","1021","263","0","17","0","17","684","270","0","17","684","270","2236","403","1368","542","16","28","14","28","17","28","0","17","669","328","152","133","65","103","87","80"
"1400000US06013333101","Census Tract 3331.01, Contra Costa County, California","4441","335","3479","298","2725","287","0","12","9","32","551","207","23","37","0","12","171","110","0","12","171","110","962","213","601","171","0","12","0","12","16","20","0","12","242","158","103","86","50","49","53","71"
"1400000US06013333102","Census Tract 3331.02, Contra Costa County, California","4274","295","3608","331","2450","242","110","109","0","12","699","260","0","12","0","12","349","155","14","22","335","155","666","155","417","113","4","9","0","12","0","12","0","12","112","80","133","98","68","63","65","85"
"1400000US06013333200","Census Tract 3332, Contra Costa County, California","6070","415","4801","483","4033","439","31","39","0","17","590","183","0","17","12","19","135","102","2","4","133","102","1269","328","576","280","0","17","0","17","0","17","0","17","655","473","38","40","22","34","16","26"
"1400000US06013334001","Census Tract 3340.01, Contra Costa County, California","3914","400","3067","355","2109","252","68","64","16","18","548","346","0","12","0","12","326","213","0","12","326","213","847","291","594","296","0","12","17","26","0","12","0","12","167","127","69","59","26","26","43","54"
"1400000US06013334004","Census Tract 3340.04, Contra Costa County, California","7945","472","6419","490","5025","646","463","373","0","17","672","194","0","17","0","17","259","117","0","17","259","117","1526","408","1032","410","0","17","24","41","0","17","0","17","340","245","130","114","110","108","20","33"
"1400000US06013334006","Census Tract 3340.06, Contra Costa County, California","4755","257","4111","307","2821","286","210","189","9","14","869","189","0","12","9","14","193","115","0","12","193","115","644","202","384","144","7","12","0","12","0","12","0","12","137","85","116","125","39","51","77","112"
"1400000US06013334200","Census Tract 3342, Contra Costa County, California","7652","377","7196","342","5911","419","313","203","0","17","538","167","23","34","83","127","328","279","0","17","328","279","456","177","307","101","59","94","0","17","0","17","0","17","12","13","78","119","0","17","78","119"
"1400000US06013335000","Census Tract 3350, Contra Costa County, California","3483","331","2647","277","2006","297","123","120","0","12","326","153","0","12","0","12","192","155","0","12","192","155","836","317","325","292","24","25","0","12","8","13","0","12","448","213","31","52","31","52","0","12"
"1400000US06013336101","Census Tract 3361.01, Contra Costa County, California","5236","580","2274","554","816","241","225","179","11","16","743","351","396","511","0","17","83","90","0","17","83","90","2962","764","972","404","16","27","123","171","0","17","0","17","1757","759","94","98","84","95","10","18"
"1400000US06013336102","Census Tract 3361.02, Contra Costa County, California","7319","749","3566","457","1412","463","652","211","16","25","962","401","0","17","18","30","506","317","0","17","506","317","3753","878","1178","646","22","37","41","58","0","17","0","17","2247","850","265","222","145","209","120","144"
"1400000US06013336201","Census Tract 3362.01, Contra Costa County, California","4056","295","2075","237","956","226","233","258","8","10","692","159","0","12","0","12","186","148","0","12","186","148","1981","266","713","278","0","12","12","18","0","12","0","12","1188","396","68","66","0","12","68","66"
"1400000US06013336202","Census Tract 3362.02, Contra Costa County, California","6222","454","1757","272","752","227","136","120","0","17","700","270","0","17","9","15","160","89","34","44","126","80","4465","538","1466","492","0","17","35","52","38","59","0","17","2823","597","103","109","79","92","24","38"
"1400000US06013337100","Census Tract 3371, Contra Costa County, California","3403","240","2747","199","1811","192","184","147","13","19","539","185","0","12","0","12","200","98","0","12","200","98","656","241","316","219","12","18","48","57","23","35","0","12","155","113","102","153","102","153","0","12"
"1400000US06013337200","Census Tract 3372, Contra Costa County, California","8470","592","6012","569","3886","639","277","178","0","17","1306","462","0","17","30","48","513","268","0","17","513","268","2458","663","1437","451","0","17","0","17","0","17","0","17","859","504","162","124","61","97","101","74"
"1400000US06013337300","Census Tract 3373, Contra Costa County, California","6097","336","5491","392","4130","379","139","155","0","17","873","286","0","17","25","38","324","217","0","17","324","217","606","230","426","211","0","17","47","58","0","17","0","17","65","59","68","61","25","39","43","44"
"1400000US06013338101","Census Tract 3381.01, Contra Costa County, California","5352","458","3003","395","2198","367","167","131","7","11","494","158","1","2","25","20","111","103","0","17","111","103","2349","493","798","372","0","17","0","17","27","45","0","17","1384","456","140","133","127","134","13","22"
"1400000US06013338102","Census Tract 3381.02, Contra Costa County, California","3600","190","2946","157","2270","189","57","41","0","12","298","99","11","25","13","20","297","159","0","12","297","159","654","154","547","154","0","12","13","21","0","12","0","12","49","44","45","36","30","30","15","19"
"1400000US06013338201","Census Tract 3382.01, Contra Costa County, California","4144","337","3799","304","2842","295","256","229","0","12","524","164","0","12","0","12","177","81","13","21","164","81","345","114","272","121","0","12","0","12","0","12","0","12","41","42","32","22","13","18","19","17"
"1400000US06013338203","Census Tract 3382.03, Contra Costa County, California","5685","352","5044","336","2980","356","121","91","0","17","1607","359","0","17","0","17","336","187","35","41","301","174","641","194","449","163","0","17","0","17","0","17","0","17","125","83","67","65","17","30","50","54"
"1400000US06013338204","Census Tract 3382.04, Contra Costa County, California","6817","427","6078","419","3824","415","194","119","0","17","1537","382","94","127","0","17","429","256","0","17","429","256","739","222","480","178","0","17","0","17","0","17","0","17","95","104","164","139","128","136","36","42"
"1400000US06013338301","Census Tract 3383.01, Contra Costa County, California","2990","188","2805","182","2136","157","23","36","0","12","457","96","0","12","16","29","173","82","0","12","173","82","185","101","93","67","13","20","0","12","25","38","0","12","33","32","21","33","21","33","0","12"
"1400000US06013338302","Census Tract 3383.02, Contra Costa County, California","5996","406","5233","485","4056","507","28","31","0","17","940","186","0","17","0","17","209","124","22","36","187","118","763","405","303","249","134","202","9","16","18","28","0","17","243","272","56","53","17","28","39","45"
"1400000US06013339001","Census Tract 3390.01, Contra Costa County, California","3694","240","2998","273","2136","305","142","80","0","12","464","195","18","22","6","9","232","120","0","12","232","120","696","232","373","192","0","12","18","22","25","29","0","12","207","130","73","50","18","20","55","45"
"1400000US06013339002","Census Tract 3390.02, Contra Costa County, California","6934","469","6271","510","4513","512","50","59","0","17","1140","330","0","17","46","69","522","254","0","17","522","254","663","308","315","159","0","17","0","17","0","17","0","17","272","259","76","95","61","91","15","26"
"1400000US06013340001","Census Tract 3400.01, Contra Costa County, California","6154","484","5388","487","3960","545","181","167","7","13","867","183","94","126","0","17","279","202","0","17","279","202","766","307","643","274","0","17","42","66","0","17","0","17","40","49","41","58","0","17","41","58"
"1400000US06013340002","Census Tract 3400.02, Contra Costa County, California","7789","440","7035","413","5759","451","8","18","21","28","788","264","23","34","34","53","402","202","29","50","373","197","754","214","631","180","0","17","10","23","0","17","0","17","93","80","20","31","20","31","0","17"
"1400000US06013341000","Census Tract 3410, Contra Costa County, California","5240","346","4722","397","3862","396","38","49","0","17","664","231","0","17","23","34","135","102","0","17","135","102","518","169","336","122","0","17","0","17","0","17","0","17","84","76","98","126","43","64","55","82"
"1400000US06013343001","Census Tract 3430.01, Contra Costa County, California","4850","334","4371","312","3511","341","71","113","1","3","415","169","45","52","0","12","328","189","0","12","328","189","479","146","276","153","20","33","0","12","0","12","0","12","118","150","65","80","0","12","65","80"
"1400000US06013343002","Census Tract 3430.02, Contra Costa County, California","4859","416","4118","407","2938","402","111","83","0","12","763","281","0","12","0","12","306","201","0","12","306","201","741","327","617","301","0","12","0","12","55","86","0","12","40","40","29","47","29","47","0","12"
"1400000US06013343003","Census Tract 3430.03, Contra Costa County, California","3969","230","3733","245","3090","219","0","12","17","25","439","133","40","45","0","12","147","80","0","12","147","80","236","130","126","77","0","12","0","12","17","27","0","12","92","98","1","3","1","3","0","12"
"1400000US06013345101","Census Tract 3451.01, Contra Costa County, California","5781","468","4890","506","2834","569","180","166","24","44","1659","409","22","35","0","17","171","134","0","17","171","134","891","250","545","280","0","17","0","17","0","17","0","17","165","119","181","144","80","86","101","120"
"1400000US06013345102","Census Tract 3451.02, Contra Costa County, California","3907","349","3699","347","2257","391","77","64","88","102","1113","289","0","12","0","12","164","95","0","12","164","95","208","123","181","124","0","12","0","12","9","15","0","12","18","19","0","12","0","12","0","12"
"1400000US06013345103","Census Tract 3451.03, Contra Costa County, California","4992","252","4648","275","2964","252","289","232","0","12","1100","155","0","12","28","40","267","138","42","53","225","126","344","113","205","121","0","12","10","16","16","24","0","12","63","73","50","49","27","35","23","37"
"1400000US06013345105","Census Tract 3451.05, Contra Costa County, California","6525","424","5882","464","4758","432","22","29","6","12","760","251","21","46","0","17","315","204","0","17","315","204","643","182","587","196","0","17","0","17","0","17","0","17","56","44","0","17","0","17","0","17"
"1400000US06013345108","Census Tract 3451.08, Contra Costa County, California","7299","369","6869","357","3636","339","114","80","0","17","2602","329","0","17","26","41","491","194","30","35","461","193","430","151","227","101","0","17","13","22","36","56","0","17","112","128","42","64","0","17","42","64"
"1400000US06013345111","Census Tract 3451.11, Contra Costa County, California","5217","245","4780","276","1648","214","136","93","13","21","2712","335","0","17","0","17","271","119","0","17","271","119","437","179","254","183","0","17","0","17","59","84","0","17","55","46","69","57","35","41","34","40"
"1400000US06013345112","Census Tract 3451.12, Contra Costa County, California","6455","470","6020","473","3291","526","0","17","0","17","2502","380","0","17","0","17","227","123","0","17","227","123","435","150","348","159","0","17","0","17","24","39","0","17","47","46","16","25","0","17","16","25"
"1400000US06013345113","Census Tract 3451.13, Contra Costa County, California","4548","206","4417","213","2783","262","38","47","0","12","1413","223","12","19","0","12","171","122","0","12","171","122","131","91","115","87","0","12","0","12","0","12","0","12","16","20","0","12","0","12","0","12"
"1400000US06013345114","Census Tract 3451.14, Contra Costa County, California","6687","371","6455","386","5560","423","106","161","0","17","623","192","0","17","49","79","117","87","24","40","93","77","232","130","150","100","0","17","0","17","0","17","0","17","82","110","0","17","0","17","0","17"
"1400000US06013345115","Census Tract 3451.15, Contra Costa County, California","5910","276","5475","323","2817","292","64","67","0","17","2347","327","0","17","0","17","247","100","8","13","239","101","435","145","364","153","0","17","9","14","0","17","0","17","61","78","1","2","0","17","1","2"
"1400000US06013345116","Census Tract 3451.16, Contra Costa County, California","2794","157","2441","165","1511","162","51","47","8","12","769","139","0","12","0","12","102","62","0","12","102","62","353","89","262","119","0","12","0","12","0","12","0","12","88","73","3","6","3","6","0","12"
"1400000US06013345202","Census Tract 3452.02, Contra Costa County, California","7688","426","6966","433","4276","469","154","107","16","24","1823","340","147","188","0","17","550","223","49","63","501","211","722","145","299","118","0","17","53","64","19","30","0","17","219","162","132","136","79","120","53","70"
"1400000US06013345203","Census Tract 3452.03, Contra Costa County, California","6743","520","6295","516","5640","454","93","139","0","17","403","180","0","17","0","17","159","108","3","7","156","108","448","173","408","165","0","17","0","17","0","17","0","17","40","46","0","17","0","17","0","17"
"1400000US06013345204","Census Tract 3452.04, Contra Costa County, California","3763","194","3479","213","3278","256","0","12","0","12","181","147","0","12","0","12","20","28","0","12","20","28","284","185","203","152","0","12","0","12","0","12","0","12","0","12","81","116","0","12","81","116"
"1400000US06013346101","Census Tract 3461.01, Contra Costa County, California","3404","188","3277","181","2494","217","78","94","0","12","599","141","0","12","0","12","106","68","8","12","98","66","127","74","127","74","0","12","0","12","0","12","0","12","0","12","0","12","0","12","0","12"
"1400000US06013346102","Census Tract 3461.02, Contra Costa County, California","5610","314","5064","317","4076","331","5","7","8","14","792","142","10","17","0","17","173","123","0","17","173","123","546","108","418","96","0","17","10","18","0","17","0","17","117","118","1","2","1","2","0","17"
"1400000US06013346201","Census Tract 3462.01, Contra Costa County, California","7859","681","7519","708","6443","673","91","110","0","17","823","596","0","17","0","17","162","142","0","17","162","142","340","235","189","132","53","97","0","17","0","17","0","17","26","40","72","130","24","43","48","87"
"1400000US06013346203","Census Tract 3462.03, Contra Costa County, California","4123","228","3937","233","3388","238","38","34","0","12","349","223","0","12","0","12","162","95","0","12","162","95","186","90","163","92","0","12","0","12","11","18","0","12","12","15","0","12","0","12","0","12"
"1400000US06013346204","Census Tract 3462.04, Contra Costa County, California","7708","398","7287","478","5892","435","93","145","0","17","1009","304","0","17","0","17","293","175","0","17","293","175","421","199","395","197","0","17","11","20","0","17","0","17","0","17","15","25","0","17","15","25"
"1400000US06013347000","Census Tract 3470, Contra Costa County, California","6426","397","5998","393","5166","411","39","61","0","17","431","159","0","17","0","17","362","160","0","17","362","160","428","178","260","155","0","17","41","62","0","17","0","17","18","28","109","110","64","70","45","94"
"1400000US06013348000","Census Tract 3480, Contra Costa County, California","5066","336","4901","355","4005","286","26","28","6","12","678","200","0","17","0","17","186","86","0","17","186","86","165","102","133","93","2","4","0","17","0","17","0","17","12","15","18","32","0","17","18","32"
"1400000US06013349000","Census Tract 3490, Contra Costa County, California","5554","344","5091","375","4240","393","54","74","10","17","592","186","0","17","0","17","195","149","0","17","195","149","463","158","279","142","0","17","24","34","0","17","0","17","0","17","160","145","123","144","37","35"
"1400000US06013350000","Census Tract 3500, Contra Costa County, California","6111","423","5416","414","4186","416","18","23","0","17","851","220","32","54","32","58","297","172","15","23","282","170","695","215","401","148","0","17","16","28","15","22","12","21","116","95","135","92","24","38","111","87"
"1400000US06013351101","Census Tract 3511.01, Contra Costa County, California","2683","145","2658","146","2327","158","10","16","0","12","303","98","0","12","0","12","18","20","0","12","18","20","25","23","15","18","0","12","0","12","10","15","0","12","0","12","0","12","0","12","0","12"
"1400000US06013351102","Census Tract 3511.02, Contra Costa County, California","3791","296","3700","293","3320","262","6","12","15","24","346","130","0","12","0","12","13","18","0","12","13","18","91","76","85","75","0","12","0","12","0","12","0","12","6","15","0","12","0","12","0","12"
"1400000US06013351103","Census Tract 3511.03, Contra Costa County, California","2012","123","1998","125","1848","132","1","2","0","12","121","63","0","12","9","14","19","21","19","21","0","12","14","14","13","14","0","12","0","12","0","12","0","12","1","3","0","12","0","12","0","12"
"1400000US06013351200","Census Tract 3512, Contra Costa County, California","6292","322","5643","476","4569","471","6","13","0","17","694","266","0","17","0","17","374","167","0","17","374","167","649","301","477","277","0","17","0","17","0","17","0","17","172","176","0","17","0","17","0","17"
"1400000US06013352101","Census Tract 3521.01, Contra Costa County, California","3406","258","2953","229","2129","223","48","33","14","26","476","128","76","63","2","5","208","74","6","9","202","72","453","115","272","84","10","13","0","12","23","25","0","12","52","34","96","63","20","23","76","60"
"1400000US06013352102","Census Tract 3521.02, Contra Costa County, California","5669","372","5168","360","3975","355","11","14","0","17","897","141","66","61","7","13","212","98","0","17","212","98","501","201","317","155","8","11","0","17","20","24","0","17","80","60","76","48","25","28","51","46"
"1400000US06013352201","Census Tract 3522.01, Contra Costa County, California","6658","476","6244","474","4689","527","36","47","0","17","1246","332","0","17","0","17","273","123","0","17","273","123","414","155","143","138","0","17","0","17","0","17","0","17","83","85","188","95","75","82","113","101"
"1400000US06013352202","Census Tract 3522.02, Contra Costa County, California","2758","219","2676","214","1964","173","8","16","1","2","523","99","10","19","0","12","170","134","0","12","170","134","82","56","49","44","0","12","0","12","0","12","0","12","30","33","3","7","3","7","0","12"
"1400000US06013353001","Census Tract 3530.01, Contra Costa County, California","4008","242","3885","232","2742","315","102","109","0","12","781","273","0","12","0","12","260","145","0","12","260","145","123","73","114","70","0","12","0","12","0","12","0","12","9","12","0","12","0","12","0","12"
"1400000US06013353002","Census Tract 3530.02, Contra Costa County, California","4397","251","4205","246","3279","259","62","40","0","12","649","130","1","2","0","12","214","111","24","38","190","101","192","104","156","101","19","32","0","12","0","12","0","12","17","20","0","12","0","12","0","12"
"1400000US06013354001","Census Tract 3540.01, Contra Costa County, California","2136","145","2069","146","1561","179","0","12","0","12","332","133","61","65","0","12","115","64","0","12","115","64","67","51","39","27","0","12","0","12","0","12","0","12","6","9","22","30","0","12","22","30"
"1400000US06013354002","Census Tract 3540.02, Contra Costa County, California","7169","358","6685","394","5311","513","90","71","0","17","938","337","0","17","17","30","329","152","0","17","329","152","484","193","425","176","0","17","0","17","0","17","0","17","0","17","59","70","0","17","59","70"
"1400000US06013355107","Census Tract 3551.07, Contra Costa County, California","5361","384","3633","339","1967","256","834","192","13","20","549","121","0","17","0","17","270","128","13","19","257","127","1728","255","802","268","12","19","47","54","0","17","0","17","519","225","348","254","292","256","56","51"
"1400000US06013355108","Census Tract 3551.08, Contra Costa County, California","13457","837","9750","785","2275","452","3876","652","0","19","2193","308","50","76","62","70","1294","444","43","55","1251","439","3707","435","1609","579","0","19","162","230","0","19","103","154","1792","613","41","47","0","19","41","47"
"1400000US06013355109","Census Tract 3551.09, Contra Costa County, California","7559","754","5656","717","2109","330","2227","615","0","17","926","656","39","57","0","17","355","245","46","76","309","242","1903","429","766","353","0","17","0","17","5","11","0","17","755","412","377","356","377","356","0","17"
"1400000US06013355110","Census Tract 3551.10, Contra Costa County, California","4447","288","3477","383","1343","244","859","250","0","12","966","258","0","12","65","74","244","191","68","107","176","160","970","280","293","156","0","12","0","12","0","12","0","12","366","232","311","225","170","153","141","185"
"1400000US06013355111","Census Tract 3551.11, Contra Costa County, California","6218","451","4270","390","1911","383","1268","264","0","17","763","243","0","17","8","13","320","125","29","30","291","120","1948","253","893","263","51","72","63","100","22","35","0","17","708","285","211","157","157","152","54","57"
"1400000US06013355112","Census Tract 3551.12, Contra Costa County, California","5687","419","5280","465","3976","355","80","105","0","17","935","283","0","17","36","43","253","150","63","98","190","120","407","225","184","97","0","17","0","17","0","17","0","17","110","85","113","156","113","156","0","17"
"1400000US06013355113","Census Tract 3551.13, Contra Costa County, California","4947","249","4613","285","2809","239","68","49","0","12","1485","215","33","51","0","12","218","106","10","16","208","108","334","149","296","131","0","12","0","12","0","12","0","12","13","20","25","38","25","38","0","12"
"1400000US06013355114","Census Tract 3551.14, Contra Costa County, California","11848","641","10904","666","4068","685","100","90","2","5","5987","745","0","19","30","48","717","294","67","106","650","282","944","395","537","286","0","19","0","19","131","205","0","19","250","294","26","47","0","19","26","47"
"1400000US06013355115","Census Tract 3551.15, Contra Costa County, California","7981","422","7240","409","1684","264","446","154","0","17","4549","454","0","17","0","17","561","271","36","42","525","267","741","254","424","302","62","98","0","17","22","36","0","17","166","115","67","65","48","59","19","30"
"1400000US06013355116","Census Tract 3551.16, Contra Costa County, California","8933","425","8378","458","1602","318","212","193","26","39","6063","396","60","78","32","39","383","218","0","17","383","218","555","191","347","175","0","17","0","17","0","17","0","17","49","45","159","132","98","120","61","68"
"1400000US06013355117","Census Tract 3551.17, Contra Costa County, California","7292","422","7179","430","1121","315","17","29","13","17","5684","452","39","59","0","17","305","160","9","14","296","158","113","73","58","32","0","17","0","17","0","17","0","17","19","21","36","44","11","17","25","41"
"1400000US06013355200","Census Tract 3552, Contra Costa County, California","11140","818","8449","916","1920","396","1293","577","0","19","4619","738","0","19","39","62","578","277","23","39","555","261","2691","552","1460","569","63","76","0","19","169","221","0","19","793","507","206","201","39","65","167","193"
"1400000US06013355301","Census Tract 3553.01, Contra Costa County, California","8635","409","7580","382","5848","507","20","27","12","19","1072","226","129","184","0","17","499","231","0","17","499","231","1055","181","753","212","0","17","0","17","0","17","2","6","111","124","189","128","85","79","104","100"
"1400000US06013355302","Census Tract 3553.02, Contra Costa County, California","3515","161","3298","188","2410","212","7","10","0","12","649","113","59","89","0","12","173","89","6","11","167","90","217","154","100","92","0","12","0","12","0","12","0","12","3","6","114","107","11","16","103","95"
